proposer,pl_name,pl_trandur,pl_orbper,pl_radj,pl_bmassj,pl_eqt,pl_orbsmax,st_teff,st_rad,st_mass,ra_in,dec_in,sy_vmag,target,teff,r_star,m_star,ra_etc,dec_etc,V_mag,transit_dur,NUV_min_flux,NUV_median_flux,NUV_max_flux,NUV_min_snr,NUV_median_snr,NUV_max_snr,NUV_transit_uncert,VIS_min_flux,VIS_median_flux,VIS_max_flux,VIS_min_snr,VIS_median_snr,VIS_max_snr,VIS_transit_uncert,NIR_min_flux,NIR_median_flux,NIR_max_flux,NIR_snr,NIR_transit_uncert,etc_version,etc_git_sha,category,req_nuv,req_vis,req_nir,n_transits_needed,t_need_h,vis_waltzer_year,vis_days,vis_intervals_doy
SDT,HAT-P-22 b,2.7617,3.21222,1.15,2.47,1288.0,0.04141,5302.0,1.11,1.13,155.6814593,50.1287115,9.763,HAT-P-22 b,5302.0,1.11,1.13,155.6814593,50.1287115,9.763,2.7617,0.0455641539885939,6.966114094399143,110.0550601517031,0.904197918842194,18.40847249773284,140.36350481369314,76824.05819099156,153.71539448304804,548.4527717623682,661.9402158134012,229.87078516791232,415.89638540720614,470.6372973176632,3400.3987819909325,331.6767197836074,660.780799372094,679.652407051177,30026.41848069164,47.09897596619787,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,2.0,5.5234,1205-0411,128,"[(339, 101)]"
SDT,HAT-P-69 b,5.1264,4.7869491,1.676,3.58,1930.0,0.06555,7394.0,1.926,1.648,130.5056385,3.7105662,9.774,HAT-P-69 b,7394.0,1.926,1.648,130.5056385,3.7105662,9.774,5.1264,1.0592997619561313,46.16346048829763,139.35862863473264,3.909882834502301,114.91775763901782,225.9623980484465,12306.310107576706,153.93850300683522,454.1279982853744,477.0355894045849,292.5073244239373,511.9435797376964,590.3375662597126,2762.4402733943716,138.3626548200086,358.2258025138055,438.2371102422252,28679.49539032794,49.31096391779731,0.3.5,858bd57,A/F host (6500–10000K),20.0,200.0,30.0,1.0,5.1264,1126-0411,137,"[(330, 101)]"
SDT,WASP-8 b,4.288,8.15872,1.13,2.54,1004.5,0.0801,5600.0,1.03,1.34,359.9008737,-35.0313349,9.789,WASP-8 b,5600.0,1.03,1.34,359.9008737,-35.0313349,9.789,4.288,0.1327381499691312,10.162802878771023,116.10976630281304,1.4214992101531427,32.89276227161601,182.15628243434887,42994.67313493023,159.2292236525625,520.9012033867034,609.095945727586,291.5039339263113,504.3425139633499,570.868860505368,2804.073666642874,283.5889444081613,584.0433825620862,615.2281735688782,34945.72406965023,40.46885849480269,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,4.288,0701-1113,136,"[(182, 317)]"
SDT,LTT 9779 b,0.466,0.792052,0.4210902,0.09225057,1978.0,0.01679,5443.0,0.949,1.02,358.6688767,-37.6282237,9.79,LTT 9779 b,5443.0,0.949,1.02,358.6688767,-37.6282237,9.79,0.466,0.0444450409758619,6.795017558004126,107.3519692534588,0.3623507166386006,7.395471696463671,56.73403533745233,191226.95893073815,149.9399507808283,534.9820808788761,645.6821303598049,93.17715218060673,168.6792057138771,190.89285213589395,8384.042101620762,323.53032177909256,644.5511906466504,662.9592878712185,12161.731613254433,116.28389832512158,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,8.0,3.728,0629-1110,135,"[(180, 314)]"
SDT,KOI-13 b,3.18137,1.763588,1.512,9.28,2550.0,0.03641,7650.0,1.74,1.72,286.9713876,46.8682463,9.791,KOI-13 b,7650.0,1.74,1.72,286.9713876,46.8682463,9.791,3.18137,1.0428428664187042,45.44628176874505,137.1936037040692,3.033090530796093,89.55745009904945,176.30083744119008,15791.132516714046,151.54697045471494,447.0728309976915,469.6245381191876,228.49195455050477,400.0602897029338,461.34612582515194,3535.0010955179396,136.2131029760158,352.6605368331126,431.42881800720926,22378.62010898984,63.19485095530906,0.3.5,858bd57,A/F host (6500–10000K),20.0,200.0,30.0,1.0,3.18137,0704-0817,45,"[(185, 229)]"
SDT,HD 219666 b,2.158,6.034468,0.437,0.055,1076.0,0.06356,5540.0,1.059,1.02,349.5592665,-56.9039857,9.809,HD 219666 b,5540.0,1.059,1.02,349.5592665,-56.9039857,9.809,2.158,0.0436740343088951,6.677141553744771,105.48968985874774,0.7663088868797354,15.667146720538092,120.70432862513256,90266.18487712252,147.33887990411378,525.701523543145,634.4812130849366,198.64157639582393,359.7511028586813,407.14545191201057,3931.088886553411,317.9179063198947,633.3698922547808,651.4586565374799,25912.974463863167,54.57550094626462,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,2.0,4.316,0614-1015,124,"[(165, 288)]"
SDT,TOI-1842 b,4.3070829,9.5739181,1.10166148,0.28128386,1199.55,0.1,6039.0,2.032,1.4643,201.9626552,9.0306437,9.815,TOI-1842 b,6039.0,2.032,1.4643,201.9626552,9.0306437,9.815,4.3070829,0.3363874313237497,17.0205835565364,133.8850028101358,2.3083441748272304,49.207623972357545,194.97043779044787,28739.72462412596,185.641811164162,491.53868408140823,547.4517563620201,297.719766920233,486.7990931302623,553.7058762745031,2905.127766938273,226.13746999134585,499.2387852738201,545.3977916074491,32010.87637285587,44.17915791809749,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,4.3070829,0129-0617,140,"[(29, 168)]"
SDT,KELT-3 b,3.0391,2.70339,1.56,1.94,1803.0,0.041225,6304.0,1.7,1.96,148.6431193,40.3879446,9.816,KELT-3 b,6304.0,1.7,1.96,148.6431193,40.3879446,9.816,3.0391,0.3360777496853698,17.004914236843845,133.76174693561762,1.9372518371934635,41.304866270696735,163.68177659986105,34238.424913540824,185.4709074535005,491.0861686458155,546.947766792086,249.96290140219455,408.71948356800266,464.89604368617626,3460.1080184076877,225.92928557158191,498.7791810479489,544.8956929380397,26874.80926618656,52.62227345934824,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,3.0391,1202-0414,134,"[(336, 104)]"
SDT,TOI-677 b,2.535,11.2365985,1.17,1.234,971.0,0.1041,6295.0,1.28,1.181,144.1193594,-50.4630933,9.822,TOI-677 b,6295.0,1.28,1.181,144.1193594,-50.4630933,9.822,2.535,0.3342256376937516,16.911200786298593,133.0245909181449,1.7596662867979729,37.56163053274095,148.97733411923036,37650.48381327277,184.44878417365663,488.37981101661126,543.9335579710236,227.62179792071692,372.22876469326457,423.3965212824345,3799.312940090697,224.6841976731518,496.03042751322874,541.8927930197424,24466.002917357106,57.803212365751776,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,2.535,0128-0505,98,"[(28, 125)]"
SDT,K2-232 b,5.19208,11.168454,1.0,0.398,1030.0,0.10356,6154.0,1.161,1.188,73.7667927,18.654323,9.822,K2-232 b,6154.0,1.161,1.188,73.7667927,18.654323,9.822,5.19208,0.3342256376937516,16.911200786298593,133.0245909181449,2.518326406721413,53.755900627182385,213.2072185107962,26308.061922005625,184.44878417365663,488.37981101661126,543.9335579710236,325.7583490402796,532.7109659946344,605.9391192859489,2654.748358206952,224.6841976731518,496.03042751322874,541.8927930197424,35014.242004840635,40.38966664414964,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,5.19208,0929-0213,138,"[(272, 44)]"
SDT,HAT-P-1 b,2.85,4.46529976,1.319,0.525,1322.0,0.05561,5980.0,1.174,1.151,344.4453632,38.674919,9.827,HAT-P-1 b,5980.0,1.174,1.151,344.4453632,38.674919,9.827,2.85,0.3326900103781298,16.83350087660107,132.41339844089248,1.8573201432720048,39.683704817509415,157.50905321626988,35637.13541557011,183.60131899036088,486.135909611051,541.434410283649,240.75860955298327,393.7464646984246,447.878024166791,3591.685739848507,223.6518675571372,493.75137471786303,539.4030217956027,25872.00331090802,54.66192723378486,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,2.85,0725-1129,128,"[(206, 333)]"
SDT,XO-3 b,2.872,3.19154,1.41,7.29,1677.5,0.045395,6429.0,1.54,0.58,65.4695814,57.8172095,9.854,XO-3 b,6429.0,1.54,0.58,65.4695814,57.8172095,9.854,2.872,0.3245187246803135,16.420048892272437,129.1611585926038,1.8191940284582024,39.04916178929575,155.67558860561846,36216.2335264457,179.09183933913545,474.1957993538034,528.1360991981195,238.5026248666561,390.2474959338238,443.93010824001345,3623.888883614798,218.15869598705484,481.6242190454592,526.1546041699946,25597.061317860283,55.249059445207926,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,2.872,1003-0208,129,"[(276, 39)]"
SDT,KELT-19 A b,4.3944,4.6117093,1.91,4.07,1935.0,0.0637,7500.0,1.83,1.62,111.5095293,7.6157759,9.857,KELT-19 A b,7500.0,1.83,1.62,111.5095293,7.6157759,9.857,4.3944,0.9813385840854878,42.7659729370811,129.10226568158845,3.3579952503253674,100.86581224168933,199.5575045863658,14020.742320345684,142.6091065082514,420.70558574278425,441.92724918602255,259.86099358336213,455.6960362070497,525.6174097793365,3103.4142279230496,128.1795924513758,331.8614942125738,405.98421778615585,25340.770901783293,55.80783504394389,0.3.5,858bd57,A/F host (6500–10000K),20.0,200.0,30.0,1.0,4.3944,1106-0322,137,"[(310, 81)]"
SDT,TOI-2005 b,2.249,17.305904,1.07,6.4,1221.39,0.16,7130.0,2.02,1.59,164.031654,-43.3766967,9.867,TOI-2005 b,7130.0,2.02,1.59,164.031654,-43.3766967,9.867,2.249,0.9723416178677436,42.37389214047975,127.9186489953517,2.380626210963519,71.69518032592659,141.94698083394405,19725.364465841,141.3016583609913,416.848533748776,437.8756358120997,184.97721782685323,324.45809147846535,374.2550531120473,4358.69407950012,127.00443488415964,328.8189697456661,402.26213210482786,18026.21709455242,78.45315270281944,0.3.5,858bd57,A/F host (6500–10000K),20.0,200.0,30.0,1.0,2.249,0127-0530,124,"[(27, 150)]"
SDT,WASP-69 b,2.1869,3.86813881,1.0,0.26,971.0,0.0453,4792.0,0.801,0.83,315.0259661,-5.094857,9.873,WASP-69 b,4792.0,0.801,0.83,315.0259661,-5.094857,9.873,2.1869,0.0411740237723947,6.294925335293286,99.45119718656264,0.7274929137754317,14.957684997495443,116.9018707534908,94547.62301852828,138.90483532762218,495.609058564601,598.1619276554061,193.73558152686385,351.37313963598194,397.7256222935746,4024.819779446438,299.71949327839576,597.1142215983938,614.1675399458909,25224.767276824317,56.064484038765656,0.3.5,858bd57,K/M host (Teff<5200K),20.0,100.0,30.0,2.0,4.3738,0529-1019,144,"[(149, 292)]"
SDT,TOI-6038 A b,5.042,5.8267311,0.57186288,0.24698862,1439.0,0.069,6110.0,1.648,1.291,51.6572691,40.8172704,9.913,TOI-6038 A b,6110.0,1.648,1.291,51.6572691,40.8172704,9.913,5.042,0.3073546306028033,15.551577391215238,122.3297060179409,2.284260829056242,49.426274946529176,199.33357074187396,28612.586400715685,169.6195070971071,449.11514701459936,500.2024947464942,306.96549171233215,502.82514274848745,572.0878059590808,2812.535496222159,206.62008173471096,456.1506707506816,498.3258028144322,32850.72288386207,43.04969383391646,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,5.042,0915-0128,136,"[(258, 28)]"
SDT,TOI-421 c,2.755,16.067541,0.45410017,0.04436356,635.0,0.117,5291.0,0.866,0.833,81.8532824,-14.2767404,9.931,TOI-421 c,5291.0,0.866,0.833,81.8532824,-14.2767404,9.931,2.755,0.039032225210613,5.967474656579343,94.27792502158994,0.7742689221703898,15.994134465952984,126.65154554089956,88420.76233531475,131.6792559629768,469.82836793529816,567.0466214748162,211.27563582201265,383.7128775190069,434.39615961767737,3685.603599016672,284.12862503607414,566.0534151999598,582.2196506402292,27458.82090295727,51.50306953714777,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,2.0,5.51,1010-0213,127,"[(283, 44)]"
SDT,WASP-178 b,3.4704,3.3448285,1.81,1.66,2470.0,0.0558,9360.0,1.67,2.07,227.270329,-42.7049658,9.946,WASP-178 b,9360.0,1.67,2.07,227.270329,-42.7049658,9.946,3.4704,58.26575806114247,209.89373822155463,231.65701708040743,124.70904269573865,241.61383983971945,267.3757715210223,5853.197661654022,118.59924802496296,333.7307313677049,478.4956920233072,203.40672788808843,386.08124053100863,426.3372197474578,3662.994763558088,48.65432409091665,143.99515407826843,224.1601011474088,13265.638907354887,106.60727102929135,0.3.5,858bd57,A/F host (6500–10000K),20.0,200.0,30.0,1.0,3.4704,0310-0728,141,"[(69, 209)]"
SDT,TOI-4551 b,10.474,9.95581,1.058,1.49,1655.0,0.0994,4896.0,3.55,1.31,184.9787579,-25.8278531,9.973,TOI-4551 b,4896.0,3.55,1.31,184.9787579,-25.8278531,9.973,10.474,0.037551155980322,5.741040138723623,90.70056982106723,1.4526736573718015,30.09712398718689,240.657731133503,46988.32895047254,126.6827154577394,452.0008334938949,545.5301617117569,403.4226022393907,733.4461270380626,830.4178729676283,1928.176467553565,273.3474266361582,544.5746424313029,560.1274536112071,52360.46175641726,27.00918813420835,0.3.5,858bd57,K/M host (Teff<5200K),20.0,100.0,30.0,1.0,10.474,0128-0615,139,"[(28, 166)]"
SDT,WASP-136 b,5.52118605,5.215357,1.38,1.51,1706.6,0.0661,6250.0,2.2,1.41,0.325761,-8.9262512,9.974,WASP-136 b,6250.0,2.2,1.41,0.325761,-8.9262512,9.974,5.52118605,0.2905626318398409,14.70193322674232,115.64635048138014,2.261062903898518,49.37365887545626,201.2851154862989,28643.078001174905,160.35252274172984,424.5782107130186,472.8744546367993,311.6877063358877,511.174525165044,581.6912279621781,2766.5963242524363,195.33160968505365,431.2293559686419,471.10029380550463,33253.47065597471,42.52829958724928,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,5.52118605,0710-1129,143,"[(191, 333)]"
SDT,KELT-4 A b,3.46272,2.9895932,1.699,0.902,1823.0,0.04317,6206.0,1.603,1.201,157.06262,25.5731366,9.98,KELT-4 A b,6206.0,1.603,1.201,157.06262,25.5731366,9.98,3.46272,0.288961351971567,14.620911418977084,115.0090277406939,1.78085764409375,38.92632771834663,158.84511547297132,36330.515752878295,159.46882594676558,422.2383759688963,470.26846108685015,246.10624869329536,403.66859124128393,459.3631255076466,3503.4025263753565,194.25514444158557,428.85286701013786,468.5040775899781,26248.548442644384,53.87778167860552,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,3.46272,1213-0429,138,"[(347, 119)]"
SDT,HAT-P-14 b,2.2044,4.62767,1.42,3.44,1596.5,0.06061,6600.0,1.82,2.65,260.1161719,38.2421682,9.988,HAT-P-14 b,6600.0,1.82,2.65,260.1161719,38.2421682,9.988,2.2044,0.7055361925383383,26.600909579718124,113.05147681243086,2.1690940101250145,51.33972700612449,131.86853829899678,27546.18391726915,140.2957699436023,397.6124676394142,417.6281024376223,183.5893190340369,310.50993094030053,356.1115502312536,4554.487381741732,143.65362163182562,350.35213861219256,405.09662264397224,18539.66970585082,76.28040762380962,0.3.5,858bd57,A/F host (6500–10000K),20.0,200.0,30.0,1.0,2.2044,0420-0721,93,"[(110, 202)]"
SDT,WASP-79 b,3.816,3.662392,1.53,0.85,1716.2,0.0519,6600.0,1.51,1.39,66.3709016,-30.6004362,10.044,WASP-79 b,6600.0,1.51,1.39,66.3709016,-30.6004362,10.044,3.816,0.6700686463962229,25.263672740674423,107.36834033738558,2.7124959429439515,65.0805867354661,167.91619829487357,21730.190726790268,133.24305351793436,377.62435265420737,396.6337946330009,234.87903472315864,397.7921304437319,456.3020005151943,3555.1572143862136,136.4321048512645,332.7398165603488,384.7322766223334,23634.503835797328,59.836820446854354,0.3.5,858bd57,A/F host (6500–10000K),20.0,200.0,30.0,1.0,3.816,0924-0113,112,"[(267, 13)]"
SDT,WASP-94 A b,4.466,3.95019,1.58,0.5,1587.0,0.0552,6170.0,1.48,1.67,313.7832393,-34.1357512,10.051,WASP-94 A b,6170.0,1.48,1.67,313.7832393,-34.1357512,10.051,4.466,0.2706697741632925,13.695391320793076,107.72882723907144,1.89563598045396,41.91483698494697,172.98745283091313,33740.16611065401,149.37427033267616,395.51021299838766,440.4999398363196,269.82267344485956,443.22638667642593,504.4904559892522,3190.725112233742,181.9585758348589,401.705999334943,438.84724379452234,28669.85729010706,49.32754104991969,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,4.466,0519-1009,144,"[(139, 282)]"
SDT,TOI-5398 b,4.258,10.590547,0.91890603,0.18469085,947.0,0.098,6000.0,1.051,1.146,161.8795569,36.3294345,10.059,TOI-5398 b,6000.0,1.051,1.146,161.8795569,36.3294345,10.059,4.258,0.2686827350769878,13.594850808130449,106.93796911275304,1.8375040897532369,40.681028998088195,168.1103244201435,34763.465851356814,148.27768496566648,392.6066961402904,437.2661447046858,262.41844370676995,431.13825644712745,490.744138838844,3280.185743726797,180.62278278818468,398.7569980127632,435.62558142371495,27870.979486111333,50.741437453887336,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,4.258,1214-0426,134,"[(348, 116)]"
SDT,WASP-131 b,3.845,5.3220125,1.226,0.273,1446.285,0.0608,5990.0,1.561,1.06,210.1935714,-30.5836084,10.068,WASP-131 b,5990.0,1.561,1.06,210.1935714,-30.5836084,10.068,3.845,0.2664647470703794,13.482624706086998,106.05519139026494,1.7318371041768508,38.39611494338418,158.89680943160948,36832.204624305894,147.0536460380917,389.3657102872032,433.6564931043589,248.25337573901743,407.9457148850733,464.35876114466095,3466.6709583443194,179.13173363004054,395.4652411423784,432.02947274671817,26353.540385152668,53.663133746153115,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,3.845,0219-0710,142,"[(50, 191)]"
SDT,WASP-82 b,4.9848,2.70579,1.62,1.17,2190.0,0.04475,6480.0,2.1,1.48,72.6605916,1.8938365,10.073,WASP-82 b,6480.0,2.1,1.48,72.6605916,1.8938365,10.073,4.9848,0.2652404527670607,13.420677672556575,105.56791204812302,1.962913517344915,43.55345486488699,180.3840455167722,32470.75500118915,146.37799590761077,387.57673735080834,431.6640225057451,281.96167673886026,463.38801200871035,527.4765603135266,3051.899327828343,178.30869807491348,393.64824340735254,430.0444776276083,29923.63905718668,47.26074792141457,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,4.9848,0927-0209,136,"[(270, 40)]"
SDT,WASP-95 b,2.82464,2.18467,1.23,1.44,1559.72,0.034155,5830.0,1.23,1.46,337.4578243,-48.0030988,10.092,WASP-95 b,5830.0,1.23,1.46,337.4578243,-48.0030988,10.092,2.82464,0.1400174776549858,9.28468894240119,90.78255961962098,1.0348665017691527,24.30514977464706,128.500776761967,58185.75797661923,121.75854951404864,389.92996241294975,450.05267743211834,213.13608294213097,352.20785479196377,399.1557525891923,4015.281156090114,202.60360478040295,424.93059171908374,453.086449782265,23575.237610561864,59.98724533488978,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,2.82464,0606-1018,135,"[(157, 291)]"
Hritam C,V1298 Tau b,6.45,24.140006,0.84,0.041,666.0,0.1685,4970.0,1.32,1.1,61.3316547911,20.1570295577,10.12,V1298 Tau b,4970.0,1.32,1.1,61.3316547911,20.1570295577,10.12,6.45,0.0327961837443496,5.014072199852741,79.21547222481617,0.9962104321513088,20.852278188302822,172.315057093504,67820.57814509708,110.64132394652202,394.76554052379015,476.4515753112681,294.09483024039804,536.786244674845,608.0169642012238,2634.593520982913,238.73439301582076,475.6170501129103,489.20046292354687,37977.57319358763,37.2381235410766,0.3.5,858bd57,K/M host (Teff<5200K),20.0,100.0,30.0,1.0,6.45,0917-0202,139,"[(260, 33)]"
Hritam C,V1298 Tau c,4.89,8.249164,0.45,0.014,953.0,0.0824,4970.0,1.32,1.1,61.3316547911,20.1570295577,10.12,V1298 Tau c,4970.0,1.32,1.1,61.3316547911,20.1570295577,10.12,4.89,0.0327961837443496,5.014072199852741,79.21547222481617,0.8674124624306931,18.156330617363352,150.03680263073164,77890.9346925335,110.64132394652202,394.76554052379015,476.4515753112681,256.0719228126035,467.3862702750859,529.4077185866229,3025.791839244106,238.73439301582076,475.6170501129103,489.20046292354687,33067.53193685521,42.767436199158624,0.3.5,858bd57,K/M host (Teff<5200K),20.0,100.0,30.0,2.0,9.78,0917-0202,139,"[(260, 33)]"
Hritam C,V1298 Tau d,5.57,12.401394,0.53,0.019,831.0,0.1081,4970.0,1.32,1.1,61.3316547911,20.1570295577,10.12,V1298 Tau d,4970.0,1.32,1.1,61.3316547911,20.1570295577,10.12,5.57,0.0327961837443496,5.014072199852741,79.21547222481617,0.9257608816081822,19.37765638275336,160.1293602444604,72981.66168493853,110.64132394652202,394.76554052379015,476.4515753112681,273.29716747877546,498.8260422370813,565.0195005448036,2835.083661692526,238.73439301582076,475.6170501129103,489.20046292354687,35291.89266278932,40.071910449399,0.3.5,858bd57,K/M host (Teff<5200K),20.0,100.0,30.0,2.0,11.14,0917-0202,139,"[(260, 33)]"
Hritam C,V1298 Tau e,7.56,48.677714,0.91,0.048,527.0,0.2689,4970.0,1.32,1.1,61.3316547911,20.1570295577,10.12,V1298 Tau e,4970.0,1.32,1.1,61.3316547911,20.1570295577,10.12,7.56,0.0327961837443496,5.014072199852741,79.21547222481617,1.0785297415485509,22.57535303717125,186.5538725494429,62644.13938707998,110.64132394652202,394.76554052379015,476.4515753112681,318.396606794181,581.1422075612694,658.2588960054978,2433.506883466205,238.73439301582076,475.6170501129103,489.20046292354687,41115.75313728503,34.395905570574186,0.3.5,858bd57,K/M host (Teff<5200K),20.0,100.0,30.0,1.0,7.56,0917-0202,139,"[(260, 33)]"
Hritam C,HIP 67522 b,4.87,6.959467,0.91,0.043,1175.0,0.074,5675.0,1.38,1.22,207.5259956189,-40.8358991797,9.79,HIP 67522 b,5675.0,1.38,1.22,207.5259956189,-40.8358991797,9.79,4.87,0.1326159498988259,10.153446900654908,116.00287448905308,1.513514516874389,35.02668645447885,194.0105560002309,40375.31680911428,159.0826356345019,520.4216565217608,608.5352058995268,310.50460648455703,537.2268735174969,608.092347197876,2632.432650126978,283.32786958564384,583.5057063745919,614.6617883504507,37222.210362842525,37.99380930329837,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,4.87,0223-0710,138,"[(54, 191)]"
Hritam C,HIP 67522 c,5.66,14.334887,0.69,0.028,917.0,0.12,5675.0,1.38,1.22,207.5259956189,-40.8358991797,9.79,HIP 67522 c,5675.0,1.38,1.22,207.5259956189,-40.8358991797,9.79,5.66,0.1326159498988259,10.153446900654908,116.00287448905308,1.631662475363384,37.76093938108904,209.15540651945753,37451.757968747566,159.0826356345019,520.4216565217608,608.5352058995268,334.74321467005336,579.1638735553929,655.5612472931189,2441.81936572022,283.32786958564384,583.5057063745919,614.6617883504507,40127.85025977569,35.242694368571954,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,5.66,0223-0710,138,"[(54, 191)]"
