pl_name,pl_trandur,st_teff,st_rad,st_mass,ra,dec,sy_vmag,designation,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,teff_gspphot,logg_gspphot,parallax,pmra,pmdec,ruwe,cluster,nn_source_id,nn_sep_arcsec,nn_dG,vis_waltzer_2026,cluster_center_ra,cluster_center_dec
Gaia DR3 69853489838109056,2.5,4902.9111328125,,,56.81808593490627,25.293273324607167,8.878818998902474,Gaia DR3 69853489838109056,69853489838109056,8.631587,9.2827425,7.8539023,1.4288402,4902.911,2.4644,1.609472596166876,4.521586211219557,-11.82380967932134,1.0017737,M45,69857196393686528,232.96437537562784,3.6717196,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64879402312818944,2.5,6726.98974609375,,,56.21358052689102,23.26872443224326,8.951890512059833,Gaia DR3 64879402312818944,64879402312818944,8.886077,9.084315,8.53639,0.547925,6726.9897,4.1964,7.394624876379964,20.545926181047776,-44.30031551839597,0.9805125,M45,64973479277335552,311.79058180668915,3.2001848,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65188090203295744,2.5,6788.40185546875,,,56.27211037045957,23.70246592516979,8.952342192234523,Gaia DR3 65188090203295744,65188090203295744,8.888269,9.08254,8.5459,0.5366392,6788.402,4.1642,7.47060055813846,19.74960133387602,-46.401071174135026,1.1877493,M45,65190048708380160,235.94911806353093,3.1833925,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64930495244783616,2.5,6678.96533203125,,,57.38645295572227,23.380204240051093,9.106947951307246,Gaia DR3 64930495244783616,64930495244783616,9.034874,9.25158,8.664315,0.587265,6678.9653,4.163,7.231276897025075,20.34647137610763,-44.301346464210745,1.1984136,M45,64929391436043264,179.6789295571699,-0.94054794,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65142391750598656,2.5,4712.14599609375,,,55.808398787217975,23.72344862418178,9.126594280591698,Gaia DR3 65142391750598656,65142391750598656,8.763253,9.806324,7.7643595,2.0419645,4712.146,1.6027,1.045791277186231,0.5199234812654181,-6.852619158159669,1.3802563,M45,65232105028172160,304.5230451306711,1.877883,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65120470237460480,2.5,6544.701171875,,,55.345801507755894,23.48673483571187,9.143317424399036,Gaia DR3 65120470237460480,65120470237460480,9.069493,9.289895,8.691947,0.5979481,6544.701,4.1781,7.4801116586688075,21.626674943484065,-45.324354884444176,0.98665714,M45,65108169451130112,263.18119259744526,2.3095207,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66661740724644608,2.5,4940.744140625,,,57.797533639819605,24.593226384261634,9.156480630378534,Gaia DR3 66661740724644608,66661740724644608,8.908036,9.560747,8.126416,1.4343309,4940.744,2.507,1.764126936950352,12.628600696777477,2.2922679679625775,1.041537,M45,66657828012449536,249.2448598954815,2.5920143,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66552893372698368,2.5,9795.01171875,,,57.47790921014217,24.218294539630037,9.174827275154437,Gaia DR3 66552893372698368,66552893372698368,9.1450205,9.224711,8.970227,0.25448418,9795.012,4.0668,3.251936481817142,2.8816519955618176,-8.304679137255945,1.0629318,M45,66552859012958208,155.7365214460904,-0.13387203,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66939848447027584,2.5,6241.58984375,,,57.07039222938601,25.21491968688357,9.202277279061223,Gaia DR3 66939848447027584,66939848447027584,9.118056,9.297057,8.638018,0.6590395,6241.59,4.0883,7.358738230374514,18.11105149210825,-45.7244672361417,1.2645075,M45,66848765078258432,240.61527499127644,2.8602543,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 69874243120081152,2.5,6880.58740234375,,,56.582968169581655,25.475908194820096,9.250926716823514,Gaia DR3 69874243120081152,69874243120081152,9.184221,9.369066,8.815421,0.55364513,6880.5874,3.8521,3.528267846760961,-3.569461651497166,-11.230260776639675,1.0114123,M45,69922346753650176,335.7051492380354,1.3996344,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65225611037551360,2.5,6336.62060546875,,,56.663989544588695,24.10299456629025,9.277482814500976,Gaia DR3 65225611037551360,65225611037551360,9.199545,9.431398,8.808819,0.6225796,6336.6206,4.1876,7.360921813307845,20.529234552319263,-46.94187273360423,1.0005049,M45,65226744906959104,144.21726372134475,2.2651682,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65158506467802112,2.5,5401.505859375,,,55.37739276523982,23.801276779821922,9.315210587724332,Gaia DR3 65158506467802112,65158506467802112,9.074472,9.703233,8.303699,1.3995342,5401.506,2.9463,2.701287664267269,46.70967864317252,-33.60434014288321,1.2311623,M45,65151394001965440,244.9226999803969,1.7419682,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66552859012958208,2.5,4385.03466796875,,,57.4413050716318,24.245813341207327,9.321444905261478,Gaia DR3 66552859012958208,66552859012958208,9.011148,9.850396,8.12092,1.729476,4385.0347,1.8217,0.9912404698942962,-3.212703364850048,-0.8493879499098571,0.9864724,M45,66552893372698368,155.73652144608883,0.13387203,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66430435265434368,2.5,6947.0693359375,,,57.761452252567,23.428262081928338,9.36237286441317,Gaia DR3 66430435265434368,66430435265434368,9.295025,9.498063,8.940322,0.55774117,6947.0693,4.0192,4.710768087076866,-1.52825275836174,-12.360802396357641,1.039776,M45,66429095235642880,186.36295085604448,2.0000029,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64952829074688896,2.5,6281.28173828125,,,56.66674719150831,23.110124081170717,9.376825825079093,Gaia DR3 64952829074688896,64952829074688896,9.295629,9.536065,8.894408,0.6416569,6281.2817,4.1729,7.391158486799486,19.26270138389062,-46.76202027354881,1.1259955,M45,64953069592851328,171.81748910160323,1.9055891,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64808204638390912,2.5,6319.2509765625,,,56.66006365313638,22.919584206915975,9.390209552232326,Gaia DR3 64808204638390912,64808204638390912,9.306278,9.554723,8.897336,0.6573868,6319.251,4.2126,7.1525685788631295,19.92415292387568,-43.54934665259477,1.0373341,M45,64808380733727616,72.74804193280846,2.8078337,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65011824745303808,2.5,6050.64892578125,,,56.79109574419367,23.78255399499997,9.439214861181526,Gaia DR3 65011824745303808,65011824745303808,9.345498,9.574689,8.862787,0.71190166,6050.649,4.0412,6.378512040553527,-15.227725724281257,6.575660093096868,0.89024454,M45,65017837699513216,156.44734371967942,1.3282938,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64943208347874560,2.5,6503.634765625,,,57.30048773556515,23.4084258538581,9.443443952366323,Gaia DR3 64943208347874560,64943208347874560,9.358409,9.608728,8.945058,0.66367054,6503.635,3.9797,5.125654968415364,-25.765290774337558,24.17885036023528,1.1533989,M45,64944956397516672,297.5701163090702,2.8875647,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 68310561489710336,2.5,6303.033203125,,,55.729745748660456,24.492868817275667,9.454368567766746,Gaia DR3 68310561489710336,68310561489710336,9.3706045,9.61723,8.960799,0.6564312,6303.033,4.2233,7.270583160634106,21.20960169235345,-45.11720953111689,1.0204512,M45,68310531426918272,92.30161862055354,0.9670315,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66729261908482048,2.5,6233.60107421875,,,56.791988143840086,24.276453622807093,9.458383725035853,Gaia DR3 66729261908482048,66729261908482048,9.376594,9.618052,8.972963,0.6450882,6233.601,4.1564,7.357064223916837,19.959460137901697,-44.498036812412536,1.0107602,M45,66729880383767168,268.54109764345867,-2.5606575,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65120023560871552,2.5,4399.359375,,,55.250939266359424,23.448700900749216,9.580956435598779,Gaia DR3 65120023560871552,65120023560871552,9.266133,10.116716,8.363775,1.7529411,4399.3594,2.0088,1.4467291784956275,6.521898294735212,1.8343221514957584,1.0241125,M45,65120843898560768,74.27550548216917,2.9418077,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66960262430594816,2.5,6417.6904296875,,,57.573731542368556,25.379363743861116,9.612436269257314,Gaia DR3 66960262430594816,66960262430594816,9.52466,9.781733,9.102612,0.679121,6417.6904,4.2307,7.23941620088313,19.347753197883975,-45.86003924563756,1.0734888,M45,66937688082500096,432.41352981944425,2.3088665,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 69819027020489088,2.5,6123.8828125,,,56.350629556134706,24.88577921413498,9.65923303635064,Gaia DR3 69819027020489088,69819027020489088,9.570481,9.832442,9.147874,0.6845684,6123.883,4.2219,7.384165584979173,20.543402898057757,-45.56968459352292,1.0151197,M45,69819404977607168,137.3316460303084,-0.66966057,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 69845445363161216,2.5,7784.0703125,,,56.49771364340857,25.051583492288437,9.680884789577133,Gaia DR3 69845445363161216,69845445363161216,9.61621,9.812063,9.2715025,0.5405607,7784.0703,3.8564,3.051529760469456,13.886671950174115,-12.97337728248192,1.090867,M45,69818885285412992,154.63371355699041,0.8211088,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64956849163962368,2.5,4507.7197265625,,,56.52510189515297,23.218979522699524,9.71327465865363,Gaia DR3 64956849163962368,64956849163962368,9.427372,10.188244,8.57976,1.6084843,4507.7197,2.2104,1.7050720197227582,3.343760774307821,-9.786235000629265,1.2714652,M45,64955302975741312,339.165412522846,-0.87783813,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 68331662665938432,2.5,6040.453125,,,55.2315437481834,24.456763389320965,9.740073263859166,Gaia DR3 68331662665938432,68331662665938432,9.615829,9.963165,9.094253,0.8689127,6040.453,3.9915,5.42077786705784,10.960044098334874,-23.798334260238505,1.154656,M45,68334235349446528,356.08444678923775,1.8938313,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 69964879813013248,2.5,6079.63330078125,,,56.83709232128784,25.525638838893478,9.797833804209557,Gaia DR3 69964879813013248,69964879813013248,9.696473,9.988295,9.23546,0.7528343,6079.6333,4.18,7.44663752434784,19.303587860106475,-45.56852791313415,1.1370097,M45,69967048773929472,464.02214891078376,1.6893911,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 69811948914407168,2.5,6229.1572265625,,,56.169922338576605,24.818333957946873,9.808048479310814,Gaia DR3 69811948914407168,69811948914407168,9.715471,9.987203,9.281519,0.7056837,6229.157,4.3229,7.489501972504944,20.238677643478304,-45.445803609583365,1.1954098,M45,69811639676769536,292.7143127196579,0.7580223,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 69905854079181568,2.5,6047.0224609375,,,55.94448192878049,25.41324785839158,9.82195198075413,Gaia DR3 69905854079181568,69905854079181568,9.722104,10.011981,9.267146,0.7448349,6047.0225,4.1736,7.307026176510221,1.4893402382111574,-23.050848549750814,1.2243245,M45,69905888439427072,81.8306335738449,2.031023,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66813786864653952,2.5,6927.66162109375,,,56.634062883576696,24.870522124831343,9.843226494705222,Gaia DR3 66813786864653952,66813786864653952,9.761303,10.003807,9.357948,0.64585876,6927.6616,4.1555,4.710490171233372,-4.898383345977502,-8.269863482427283,1.014189,M45,66814233541256192,184.5907156883269,1.3195181,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64987356314664192,2.5,4789.78466796875,,,56.979083944298914,23.4371557002281,9.852884758403356,Gaia DR3 64987356314664192,64987356314664192,9.58716,10.289305,8.775883,1.513422,4789.7847,2.6458,1.9871205313126028,8.947916769184792,-9.518211186626372,1.0063384,M45,64988906799917056,100.0219136585361,1.6606684,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65020414679879296,2.5,6153.4140625,,,56.96895425474899,23.94102406851244,9.854058411141997,Gaia DR3 65020414679879296,65020414679879296,9.761056,10.036342,9.328334,0.7080078,6153.414,4.3477,7.376293478669214,19.684597110725647,-46.393807800230576,1.3117672,M45,65019177729300864,250.21131422892307,0.9422169,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66509355284993280,2.5,6390.84033203125,,,57.48778224525075,23.953091263163916,9.858765228416638,Gaia DR3 66509355284993280,66509355284993280,9.775113,10.020729,9.364938,0.6557913,6390.8403,4.1275,5.220983389044026,-4.013523946739649,-17.350618465071165,1.0934086,M45,66514410465753344,275.8772964524972,2.3031807,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64960628735279232,2.5,6429.5390625,,,56.71065598955907,23.238999951961915,9.883659932133856,Gaia DR3 64960628735279232,64960628735279232,9.784797,10.069503,9.329901,0.7396021,6429.539,4.2606,6.566669588716607,18.082484632564615,-40.430133671670696,0.81172436,M45,64953069592851328,320.80731902157703,1.4164209,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66523893753437824,2.5,5922.0380859375,,,57.1091158768964,24.048182417276898,10.00131434389208,Gaia DR3 66523893753437824,66523893753437824,9.903484,10.187208,9.453119,0.7340889,5922.038,4.3339,7.419126279193348,19.673447078688287,-46.25819665857012,0.8739928,M45,66524168631480064,107.62799332711178,1.7379332,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66471220274934272,2.5,6163.9189453125,,,57.9870267667612,23.90175276491097,10.02795274621655,Gaia DR3 66471220274934272,66471220274934272,9.926686,10.219089,9.466751,0.75233746,6163.919,4.363,7.5653725973483175,20.569032402298205,-45.934426876990045,1.0842375,M45,66481871793680896,338.9765980835013,2.0556784,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 69818649063339136,2.5,6342.345703125,,,56.52405572678152,24.99290204796424,10.05828724044816,Gaia DR3 69818649063339136,69818649063339136,9.962148,10.239791,9.514773,0.72501755,6342.3457,4.2474,6.479675104869304,2.7622518224788752,-12.191169954807343,1.0186774,M45,69818885285412992,86.33394643328342,0.4751711,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64999588381514496,2.5,5972.0087890625,,,57.07052147815302,23.63658449525568,10.091053531531932,Gaia DR3 64999588381514496,64999588381514496,9.99203,10.2790165,9.538562,0.7404547,5972.009,4.277,7.19439797679517,18.291523231258868,-44.75731337240399,0.9410188,M45,64999661397997312,60.53909693891332,1.6151962,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 69922243674432896,2.5,5936.35693359375,,,56.438115339692565,25.595602858369812,10.093048733899483,Gaia DR3 69922243674432896,69922243674432896,9.988429,10.289189,9.519279,0.7699108,5936.357,4.135,6.39818997912542,19.703335508228616,-43.026458770279824,0.82583135,M45,69925297395123456,177.01882864045697,-1.4029465,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65222759179728640,2.5,6010.95263671875,,,56.39758231507854,24.08301110684446,10.100267011939572,Gaia DR3 65222759179728640,65222759179728640,9.984646,10.313002,9.486859,0.8261423,6010.9526,4.2933,7.2998022120351305,18.42957215998396,-45.20699962860034,1.0200727,M45,65222209423382912,214.48833825596927,-1.968317,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64971177174850304,2.5,5771.8857421875,,,56.54194518314664,23.339791180056473,10.10479489461788,Gaia DR3 64971177174850304,64971177174850304,9.99517,10.30975,9.513999,0.7957506,5771.8857,4.3854,8.18592379280657,21.08201982986673,-49.85086216733037,1.0064452,M45,64976743452464128,202.67701895136415,-0.044854164,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65249864715344640,2.5,5879.31103515625,,,55.73271789314188,23.876318899181303,10.161314721719224,Gaia DR3 65249864715344640,65249864715344640,9.955231,10.49861,9.253721,1.2448883,5879.311,3.381,2.728413282816367,-9.269550925147241,-1.5622807738112954,0.90378124,M45,65142391750598656,604.1588410434838,-1.1919775,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65199978672758272,2.5,5507.53515625,,,56.65709673682824,23.78750955142278,10.175985249346411,Gaia DR3 65199978672758272,65199978672758272,10.045166,10.413593,9.512707,0.90088654,5507.535,4.2854,7.471863203927212,20.01127262219112,-47.26742342923304,1.1117623,M45,65203861323189888,278.5755739906496,0.73703194,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66855430868954240,2.5,7567.29345703125,,,57.64315417851317,24.791530177629987,10.176025725844656,Gaia DR3 66855430868954240,66855430868954240,10.092495,10.339774,9.684677,0.655097,7567.2935,4.0194,3.1343787040566675,-8.7520539144555,-10.418337400832813,1.0247524,M45,66855259070268288,150.1197271440112,1.8451433,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65286595275655296,2.5,6999.54638671875,,,56.04135549227821,24.247034387183636,10.189103102469568,Gaia DR3 65286595275655296,65286595275655296,10.079808,10.389992,9.595933,0.7940588,6999.5464,3.7902,3.0711300512882413,3.182943767155258,-24.91007508274549,1.2764484,M45,65289142193643008,88.4320492080929,2.2835732,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64976743452464128,2.5,5124.7021484375,,,56.6006067845243,23.323414739385186,10.216409991127398,Gaia DR3 64976743452464128,64976743452464128,9.950315,10.65126,9.136126,1.5151348,5124.702,2.907,2.1159553007251386,-2.5558479377229864,0.4839903962774971,0.97413814,M45,64971177174850304,202.67701895136284,0.044854164,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64992067895753600,2.5,4967.9638671875,,,56.8569175454915,23.542049065234384,10.21804209425844,Gaia DR3 64992067895753600,64992067895753600,9.922118,10.710828,9.053615,1.6572132,4967.964,2.6483,1.8426472896451762,-8.495242434020382,-17.154412457396944,1.0673555,M45,65003818926275328,59.81030593661131,0.80018425,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66838452861270272,2.5,5849.0849609375,,,56.661659316992534,24.959436887087797,10.218967841704137,Gaia DR3 66838452861270272,66838452861270272,10.10806,10.424523,9.622222,0.8023014,5849.085,4.3448,7.4069576100515615,20.610307326877866,-46.954463131057246,0.9594057,M45,66837666882809344,257.77972863877886,0.80850506,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64924413571101952,2.5,6026.27685546875,,,57.485491827507374,23.21843142395095,10.245165683766869,Gaia DR3 64924413571101952,64924413571101952,10.138832,10.44442,9.66561,0.77880955,6026.277,4.3191,6.921465300774905,18.921303017911203,-43.200525582216834,1.0655763,M45,64928536739704320,265.9257857839534,1.5937634,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64855522294672000,2.5,5814.546875,,,56.41075245671535,22.942244013235488,10.262397082885595,Gaia DR3 64855522294672000,64855522294672000,10.155368,10.464324,9.681918,0.78240585,5814.547,3.7558,3.3782415589593726,18.644392938554844,-10.364990651666066,1.0656397,M45,64847958855667968,350.02617479323993,1.9394073,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66462939577861248,2.5,5928.07177734375,,,57.667058127725106,23.932844783221913,10.268411864129195,Gaia DR3 66462939577861248,66462939577861248,10.161764,10.46863,9.688195,0.7804346,5928.072,4.3822,7.251408520456074,18.70635797044318,-44.35811453871019,1.2033594,M45,66486510358371072,197.92753207822926,-3.2314062,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 68271464404415104,2.5,4745.10595703125,,,55.69135510109333,24.271159008983126,10.271748161192745,Gaia DR3 68271464404415104,68271464404415104,10.021638,10.681067,9.2391815,1.441886,4745.106,2.4358,1.559105129083421,-5.551354215832376,-16.553663866883774,0.99565595,M45,68272666995254144,254.45310893954834,1.8635454,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66712872313875456,2.5,5931.4052734375,,,56.997006319300915,24.099146835719896,10.290915150071275,Gaia DR3 66712872313875456,66712872313875456,10.187555,10.461978,9.698644,0.7633343,5931.4053,4.2174,6.420860042893267,-7.513744141943574,-20.569819376434797,0.9760527,M45,66711841521138560,125.42622930149949,1.5560703,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64941211186036352,2.5,5887.92236328125,,,57.14388698332008,23.434590988620933,10.318892871815818,Gaia DR3 64941211186036352,64941211186036352,10.21041,10.523789,9.733897,0.7898922,5887.9224,4.3631,7.380077777631508,19.371696632671146,-45.077613013343736,0.95619994,M45,64994949816839424,408.1296174670149,1.8949661,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65262101079552896,2.5,4788.6748046875,,,55.9980553766257,24.147742704436716,10.3497424399128,Gaia DR3 65262101079552896,65262101079552896,10.095618,10.763982,9.303837,1.460145,4788.675,2.9192,2.802036943751913,10.745466100461682,-13.854642000756414,1.0599679,M45,65249250535404928,264.7052929070717,0.7824011,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66517468482370304,2.5,5739.58642578125,,,57.07140351416555,23.890150538515897,10.355745569617387,Gaia DR3 66517468482370304,66517468482370304,10.245731,10.560406,9.762666,0.79774,5739.5864,4.3778,7.288929036654956,17.88603537123723,-45.49537923971175,0.8990129,M45,65016257151539328,160.9308794340202,1.976511,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66842133649512576,2.5,4650.54736328125,,,56.9901886116715,25.013319568391932,10.369793636480736,Gaia DR3 66842133649512576,66842133649512576,10.116163,10.786647,9.3287525,1.4578943,4650.5474,2.3511,1.5665278488771854,9.920303576073051,-6.49851485607409,1.0751767,M45,66832100605159424,299.44549335044985,0.62860966,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65295430026352512,2.5,5796.29150390625,,,56.23507805711012,24.432404748893706,10.391729594138281,Gaia DR3 65295430026352512,65295430026352512,10.2749605,10.6065855,9.774689,0.8318968,5796.2915,4.3741,7.3971054023640885,19.698151724297123,-46.135081435179735,1.1424334,M45,65297835207500800,237.83757130558075,1.1825504,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66788291938818304,2.5,5788.3896484375,,,56.59455349459927,24.569949769064657,10.41135903934544,Gaia DR3 66788291938818304,66788291938818304,10.296593,10.624539,9.802695,0.8218441,5788.3896,4.3978,7.393670835522528,19.683164514250493,-44.9936072177932,0.8482524,M45,66799763794633856,220.77390837853912,2.1176863,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 68310531426918272,2.5,5935.6103515625,,,55.70377773525849,24.48292413737482,10.441545736372987,Gaia DR3 68310531426918272,68310531426918272,10.337636,10.636589,9.87038,0.76620865,5935.6104,4.2395,6.219149658084366,-8.885606840818674,-1.415311199505584,0.9761406,M45,68310561489710336,92.30161862055243,-0.9670315,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64899017426872960,2.5,6061.98291015625,,,56.696182198354265,22.91437971648443,10.459183081425163,Gaia DR3 64899017426872960,64899017426872960,10.343078,10.67296,9.844388,0.8285723,6061.983,4.4785,7.188082380653626,18.758200870264197,-45.00169638409588,1.0573627,M45,64808204638390912,121.2204633099293,-1.0367994,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65004712279475712,2.5,5723.1591796875,,,56.72404434206554,23.58335393181007,10.501773479702738,Gaia DR3 65004712279475712,65004712279475712,10.388345,10.711754,9.896658,0.8150959,5723.159,4.3766,7.497436461447746,20.79610781492648,-45.153767216869234,0.99693227,M45,64979732749686016,335.9978310264538,0.8852892,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 69847610026687104,2.5,5743.54248046875,,,56.614070394987166,25.13533113169354,10.51981800277405,Gaia DR3 69847610026687104,69847610026687104,10.402031,10.737002,9.900019,0.8369837,5743.5425,4.3687,7.435385667487052,20.86626267854035,-45.53996049628101,1.0625377,M45,69847167646166016,268.6997304358729,1.2568617,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66737095928811648,2.5,5588.69775390625,,,56.918616532110974,24.364356080566463,10.52212931767137,Gaia DR3 66737095928811648,66737095928811648,10.402332,10.743448,9.896464,0.8469839,5588.6978,4.3918,7.396118503759566,19.316594733162717,-45.4554205499203,1.023037,M45,66736477453517056,143.89117064876322,0.32898426,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66733281997873792,2.5,6735.25244140625,,,56.68407748592598,24.31273491116711,10.522268564716558,Gaia DR3 66733281997873792,66733281997873792,10.444639,10.67802,10.057265,0.62075424,6735.2524,4.1191,3.44302711927705,1.969637674257658,-17.560456909238866,1.0621662,M45,65231486552803328,311.03367673598075,-3.0918202,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65208706046270080,2.5,4761.91455078125,,,56.9161751535743,24.00333644390056,10.524197265099087,Gaia DR3 65208706046270080,65208706046270080,10.251389,10.975552,9.42915,1.546402,4761.9146,2.6084,1.5359840548432073,3.900852976234363,0.9456151675642507,1.0679189,M45,65020414679879296,283.66148592934644,-0.4903326,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66809491897360896,2.5,5726.4248046875,,,56.728918631435576,24.796134519995736,10.525633933457238,Gaia DR3 66809491897360896,66809491897360896,10.408444,10.741416,9.907416,0.83399963,5726.425,4.3552,7.406586641921977,19.300650310901055,-46.34158408595681,1.0771662,M45,66808869124393600,291.90216824616664,1.1790037,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65276703968959488,2.5,5743.28076171875,,,56.435155513167,24.22010548147908,10.527998154252868,Gaia DR3 65276703968959488,65276703968959488,10.392956,10.766737,9.8455715,0.92116547,5743.281,4.3187,7.563215718435812,20.574860698295357,-47.20036506838736,1.2293495,M45,65277872199508352,180.14262765406372,1.2809477,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 68311905816449024,2.5,4650.9404296875,,,55.64734503260114,24.537896335140662,10.533922606355274,Gaia DR3 68311905816449024,68311905816449024,10.316847,10.892289,9.59852,1.2937689,4650.9404,2.343,1.367145954281906,-2.0650744495551097,-10.270568511093378,1.3580006,M45,68287952781864960,184.909652245641,1.9970827,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64981931772948480,2.5,5981.267578125,,,56.575062291586306,23.486457610450035,10.543043712446988,Gaia DR3 64981931772948480,64981931772948480,10.363573,10.842356,9.716273,1.1260824,5981.2676,4.1313,7.179336279416077,19.818583154771783,-43.24129115752879,1.3110294,M45,64983649759863680,127.59232335481373,1.5372686,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65286737011954688,2.5,6467.30419921875,,,56.06872865737546,24.27270784223735,10.549895090061296,Gaia DR3 65286737011954688,65286737011954688,10.420061,10.78032,9.884192,0.8961277,6467.304,3.9179,3.2568785841874273,0.22474904858036293,-29.654956818928124,0.94446534,M45,65286462134048512,59.4553846634255,1.2345171,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 69818885285412992,2.5,5754.0107421875,,,56.525594255779026,25.01684313145794,10.567570499090218,Gaia DR3 69818885285412992,69818885285412992,10.437319,10.798083,9.899937,0.8981466,5754.0107,4.1052,5.588650570622189,1.9835505244959233,-50.03496310897879,1.0928283,M45,69818649063339136,86.33394643328383,-0.4751711,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65224511525936896,2.5,5606.55810546875,,,56.53194261457591,24.061713055059023,10.589306783861254,Gaia DR3 65224511525936896,65224511525936896,10.4745035,10.79979,9.97776,0.82203007,5606.558,4.4252,7.816880392675724,-30.475504550932648,21.711875584021445,1.1399983,M45,65218601651442688,77.18162602233244,0.3027954,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66560418155365248,2.5,6125.92724609375,,,57.6425964842845,24.34680687912167,10.593214474946862,Gaia DR3 66560418155365248,66560418155365248,10.453324,10.832761,9.888539,0.9442215,6125.9272,3.9332,3.3909230572501197,34.737700569840214,0.22566351840051613,1.3839481,M45,66561139709872896,87.66712871447666,0.8385458,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 69811639676769536,2.5,5757.8720703125,,,56.08380493090035,24.7959610969443,10.59809644977598,Gaia DR3 69811639676769536,69811639676769536,10.473494,10.826579,9.955907,0.8706722,5757.872,4.3658,7.509212453253538,19.89864206870716,-46.56763611816304,1.2359731,M45,68310359628169088,84.09220255930967,0.37427616,0914-0130,56.65833333333333,24.178055555555556
