pl_name,pl_trandur,st_teff,st_rad,st_mass,ra,dec,sy_vmag,designation,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,teff_gspphot,logg_gspphot,parallax,pmra,pmdec,ruwe,cluster,nn_source_id,nn_sep_arcsec,nn_dG,vis_waltzer_2026,cluster_center_ra,cluster_center_dec
Gaia DR3 661148024092780544,2.5,5934.91015625,,,131.19362690950075,19.697499956065847,10.640080212956102,Gaia DR3 661148024092780544,661148024092780544,10.534708,10.838479,10.064654,0.7738247,5934.91,4.3796,6.13146754234411,-53.05838192430396,1.853550071611452,0.9239668,NGC 2632,661148268907314432,142.16917282992725,-0.1947298,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661243273585807872,2.5,5948.7470703125,,,130.09448268223468,19.46470877122674,10.643846234975147,Gaia DR3 661243273585807872,661243273585807872,10.54489,10.834932,10.094837,0.74009514,5948.747,4.3561,5.411796924962363,-35.37086215936917,-12.809025694678095,1.0117242,NGC 2632,661243307945543936,56.231811728815735,-0.79779434,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661401122222444288,2.5,5966.9716796875,,,130.35751078400327,19.943513385163197,10.680923265762473,Gaia DR3 661401122222444288,661401122222444288,10.579792,10.874394,10.12277,0.7516241,5966.9717,4.3485,5.36952400178561,-35.54739665380464,-12.495077171731136,0.99535125,NGC 2632,661401981215983360,144.92520249933858,1.2771854,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659687498990893056,2.5,6009.91650390625,,,129.8979079576271,18.876820119677614,10.682427497348028,Gaia DR3 659687498990893056,659687498990893056,10.581815,10.876499,10.127614,0.74888515,6009.9165,4.353,5.45198153920533,-37.03560523487259,-12.407643620892287,0.9408642,NGC 2632,659684642836021632,364.6295363254647,1.8624315,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659668394976319744,2.5,6564.2509765625,,,129.34272152787926,18.69626533629271,10.697704065382204,Gaia DR3 659668394976319744,659668394976319744,10.628249,10.841095,10.270064,0.5710306,6564.251,4.0204,2.5217874123552795,2.6342450286872934,3.271112894184297,0.8151425,NGC 2632,659670795861469312,210.19722905909427,1.7849045,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661185789743653376,2.5,6739.92041015625,,,130.12560886588744,18.95340110719589,10.718515833475236,Gaia DR3 661185789743653376,661185789743653376,10.652666,10.855055,10.306897,0.5481577,6739.9204,4.0084,2.2988612283165377,-1.7298593261589759,-6.9742062829309655,0.97209156,NGC 2632,660998975844267264,306.14866197284675,0.6124058,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659632179812513664,2.5,5154.08154296875,,,128.7595121199024,18.749714266924993,10.721366994014064,Gaia DR3 659632179812513664,659632179812513664,10.56087,10.998324,9.958263,1.040061,5154.0815,2.8869,1.0126944916240448,-2.424044671096123,-3.3406381454112104,0.92328537,NGC 2632,659635370971823104,173.077252673456,1.8440714,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664544969563603712,2.5,6552.42724609375,,,129.92530173443004,20.936345881777967,10.731761696447126,Gaia DR3 664544969563603712,664544969563603712,10.659339,10.879626,10.290222,0.5894041,6552.4272,4.2113,3.6734616040663606,-13.573165942089812,2.0216102520037893,0.98234546,NGC 2632,664521467502430208,356.3384971280844,1.8059034,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664324684984105728,2.5,5872.09228515625,,,129.70819688844887,20.067588056857815,10.75988754742164,Gaia DR3 664324684984105728,664324684984105728,10.658025,10.953721,10.198242,0.75547886,5872.0923,4.3557,5.397721759335619,-35.0049117337833,-13.68025431437681,1.036737,NGC 2632,664324242604910592,135.377049035252,0.5219774,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664295242985769344,2.5,7320.673828125,,,129.41622041217272,19.75520245517158,10.788873263840891,Gaia DR3 664295242985769344,664295242985769344,10.7355795,10.9015665,10.438999,0.46256733,7320.674,4.0005,1.8392056935298982,0.31911779559039366,-2.528889906063241,1.36417,NGC 2632,664295242985768704,25.134151411298514,-0.29470253,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661181597853518720,2.5,5471.9697265625,,,131.38752991642073,19.94631859715661,10.859996060231357,Gaia DR3 661181597853518720,661181597853518720,10.715733,11.113401,10.148566,0.96483517,5471.9697,3.5283,2.0380407889406036,9.872706104245836,-11.732580303655826,0.97335863,NGC 2632,661181872731425920,115.33687729529278,0.9220362,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 663062071975866112,2.5,6162.572265625,,,128.52575902671254,20.130238780494,10.870031067679507,Gaia DR3 663062071975866112,663062071975866112,10.779606,11.046644,10.352792,0.6938524,6162.5723,3.7291,2.1408451615912827,-20.393727986768123,-2.4961819040814155,1.0293165,NGC 2632,664567921869308928,376.1722686361387,1.5749044,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 662747061894003200,2.5,4768.1875,,,128.79427387174053,19.176016735044826,10.882108541025486,Gaia DR3 662747061894003200,662747061894003200,10.688847,11.205314,10.017508,1.1878061,4768.1875,2.4652,0.9213884736832624,-0.5947790643110662,-4.477805690465562,0.9482252,NGC 2632,662746890095287040,95.43373046002979,-0.9063444,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661015262360288128,2.5,4852.65966796875,,,130.68730462087734,19.046218967631834,10.899190571763576,Gaia DR3 661015262360288128,661015262360288128,10.700616,11.230194,10.018715,1.2114792,4852.6597,2.6124,0.9051154772934726,4.505689602242873,-4.4025444031391805,1.0109012,NGC 2632,661028662658249344,195.5763278131162,0.7353945,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659666470830966784,2.5,6073.3583984375,,,129.4481486589816,18.6775134472838,10.90749523956175,Gaia DR3 659666470830966784,659666470830966784,10.817888,11.081674,10.392351,0.6893225,6073.3584,4.0417,3.1165578455694067,21.36464557156867,-10.105678026381423,0.8912031,NGC 2632,659666127233579136,112.25499298859542,-1.4067135,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659681795274332672,2.5,6520.55126953125,,,129.84900022629287,18.749531306665776,10.9135442480512,Gaia DR3 659681795274332672,659681795274332672,10.844086,11.055677,10.484624,0.5710535,6520.5513,4.1636,2.9515348509099937,-7.790529236285607,-13.135105496572173,0.82201546,NGC 2632,659492851072694272,390.3425789795607,1.0156202,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664372758555300736,2.5,7156.21533203125,,,128.9425346110035,20.114333873309334,10.964544249162577,Gaia DR3 664372758555300736,664372758555300736,10.909175,11.08076,10.603291,0.47746944,7156.2153,3.7511,1.785566785716971,-3.5372347086086133,-1.9880830963606728,0.8988811,NGC 2632,664372724195684992,182.7165421252963,1.2605944,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664465014452489856,2.5,5625.6767578125,,,130.39088708244162,20.680769358577255,10.967750892732706,Gaia DR3 664465014452489856,664465014452489856,10.849515,11.186875,10.347653,0.83922195,5625.677,4.1055,3.1527819720419914,-15.589796928227106,-5.839040275381237,1.1483275,NGC 2632,664464808293984000,91.83301501537177,-1.3205261,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661319483485360000,2.5,5730.3271484375,,,130.20118380595144,19.921865562126378,10.979962429165246,Gaia DR3 661319483485360000,661319483485360000,10.868907,11.188203,10.38515,0.8030529,5730.327,4.3895,5.3956493436395485,-34.84307096395828,-11.806526353183138,1.0600625,NGC 2632,661319547906688896,103.93255463738461,1.0007868,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661436856350314496,2.5,4334.88818359375,,,130.6174181549817,20.271979668810847,10.984528785835604,Gaia DR3 661436856350314496,661436856350314496,10.700223,11.456735,9.85591,1.6008244,4334.888,1.9675,0.48576029867232245,-3.817922506161826,-3.410011109843821,1.1436085,NGC 2632,661412495295816960,338.4347506909692,-1.5677862,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661249801936152064,2.5,6585.70947265625,,,130.47939155444357,19.63460143903793,10.99384423776357,Gaia DR3 661249801936152064,661249801936152064,10.920034,11.14171,10.543849,0.5978613,6585.7095,3.8569,1.5938902240372115,-0.9038327832681914,-4.984287600891703,1.0455372,NGC 2632,661248908584536064,194.23389491909734,-0.5356922,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661253478428045568,2.5,5692.31689453125,,,130.48262437131152,19.68962092715769,11.009586417376056,Gaia DR3 661253478428045568,661253478428045568,10.896363,11.220029,10.4059725,0.8140564,5692.317,4.3443,5.424979880936136,-36.4423830196716,-13.23821088386143,1.1775702,NGC 2632,661249801936152064,198.3731309878737,0.02367115,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661064809103912704,2.5,6428.94970703125,,,131.42075306598431,19.17605012274451,11.02210872784915,Gaia DR3 661064809103912704,661064809103912704,10.948239,11.169738,10.571515,0.59822273,6428.9497,4.1502,2.9431347849289,-19.17525166063715,-3.5517140753293055,0.9462861,NGC 2632,661062369561546496,359.4113280268577,0.026194572,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661001552824700032,2.5,4413.1376953125,,,130.39291299645024,18.93599763657292,11.042073976501682,Gaia DR3 661001552824700032,661001552824700032,10.750253,11.527895,9.890776,1.6371193,4413.1377,1.8651,0.5764496151190152,-3.487230094691733,-4.31849803316805,1.0779924,NGC 2632,661005916511415552,419.68368491141916,1.1009779,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661062369561546496,2.5,5883.26953125,,,131.37215167468588,19.087399399797167,11.07371370329928,Gaia DR3 661062369561546496,661062369561546496,10.974434,11.262803,10.520985,0.7418184,5883.2695,4.2547,4.0178590431741465,-19.413416676497526,-8.751985581504096,1.0519838,NGC 2632,661051679386429952,279.2752533102469,-2.980876,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659680352165239808,2.5,6806.59423828125,,,129.72059504721202,18.79993300872588,11.123836506290386,Gaia DR3 659680352165239808,659680352165239808,11.0617075,11.253606,10.729767,0.523839,6806.594,4.1178,2.3596133608218928,-6.0990978043810555,-17.994722686787362,0.9384026,NGC 2632,659681795274332672,473.7838110471322,-0.2176218,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661212933936844416,2.5,5755.64111328125,,,130.1141535649122,19.277982340018948,11.12410769759697,Gaia DR3 661212933936844416,661212933936844416,11.010231,11.337093,10.519734,0.817359,5755.641,4.4085,5.215410208938402,-35.29748509769786,-11.525581806269514,1.0717934,NGC 2632,661213238876208128,152.56965043880277,1.3270912,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664390763058258432,2.5,6432.69189453125,,,129.46395459368077,20.30693879725822,11.141419925664303,Gaia DR3 664390763058258432,664390763058258432,11.068019,11.290216,10.6948395,0.59537697,6432.692,4.1701,2.975499918067094,-3.0414981891810187,5.979515228964125,0.9374976,NGC 2632,664395848299526016,460.247023369562,1.1917553,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661327416286790784,2.5,7805.82177734375,,,130.76993373948744,19.59502113171449,11.142670710821134,Gaia DR3 661327416286790784,661327416286790784,11.109207,11.211111,10.916684,0.29442692,7805.822,3.7939,0.9371819590326148,-3.8924418903457205,1.4195185525918568,0.98142296,NGC 2632,661325908755275648,261.4935782645622,0.48614693,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661344600452915328,2.5,5995.15380859375,,,130.57355281301992,19.723141876987917,11.14994372239428,Gaia DR3 661344600452915328,661344600452915328,11.055654,11.333247,10.618229,0.7150183,5995.154,4.1301,2.763402634442075,-14.733573345616614,-5.701978282857618,1.0815994,NGC 2632,661344600452915200,36.301391801361504,1.0718937,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661263477111886592,2.5,7560.4833984375,,,129.7471275749627,19.424463717791692,11.161098879194219,Gaia DR3 661263477111886592,661263477111886592,11.120103,11.249936,10.884523,0.3654127,7560.4834,4.0582,1.7130504924152978,-2.229209548281799,-3.938474866258697,1.1827174,NGC 2632,661281756492696448,326.2241214842094,-2.1961718,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661432904980396160,2.5,6243.7421875,,,130.80161618206927,20.235358164110416,11.164532450268128,Gaia DR3 661432904980396160,661432904980396160,11.082791,11.329014,10.684209,0.64480495,6243.742,3.911,2.0008212567544037,-11.95810787850533,-7.658709301863353,1.1873335,NGC 2632,661433660894636416,286.73960808334095,0.95614433,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659775597359873152,2.5,4758.25048828125,,,129.38075276503707,19.374819614937756,11.187687929825302,Gaia DR3 659775597359873152,659775597359873152,10.99399,11.510337,10.320586,1.1897507,4758.2505,2.4787,0.7366026313942855,-1.939352653681308,-6.555119170938825,0.9119045,NGC 2632,661277461525418752,313.6549267257149,-0.4890499,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 662783036540005888,2.5,6310.81640625,,,129.14689938003244,19.503856393910475,11.188895135611487,Gaia DR3 662783036540005888,662783036540005888,11.104595,11.356681,10.697191,0.65948963,6310.8164,3.9478,2.132121254440045,6.031194908139665,-14.81186446190781,0.92147803,NGC 2632,662796917874184960,364.4399925573186,1.1700907,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664311392062657920,2.5,5725.5634765625,,,129.4668640342527,19.987124790961694,11.21512094287817,Gaia DR3 664311392062657920,664311392062657920,11.098359,11.43594,10.604079,0.83186054,5725.5635,4.4627,5.388621113517358,-36.34355135014188,-13.077526876364503,0.96969515,NGC 2632,664334035130360192,218.41558570092408,0.7573919,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664486794229860864,2.5,5709.4990234375,,,130.49667667639088,20.91859823252928,11.226294432106737,Gaia DR3 664486794229860864,664486794229860864,11.109174,11.44451,10.610855,0.83365536,5709.499,4.4553,5.337349437501552,-35.85535275796515,-13.16127723357232,1.3663548,NGC 2632,664473879264894336,347.25407958806596,0.069524765,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661154625458962560,2.5,6043.46484375,,,131.4606043412311,19.61826995017367,11.228945469652926,Gaia DR3 661154625458962560,661154625458962560,11.135963,11.409813,10.701917,0.70789623,6043.465,4.2707,3.4172045007833156,-24.271619264239114,-12.029424940380906,0.82873917,NGC 2632,661151292564342272,138.87524372913794,1.3532066,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659710485655746944,2.5,7622.90283203125,,,129.07455670024686,18.67641485418815,11.23059263214919,Gaia DR3 659710485655746944,659710485655746944,11.18622,11.328249,10.934351,0.393898,7622.903,3.7943,0.9412399338818059,-4.388648354588161,-3.392163747218661,0.9106618,NGC 2632,659661724890175872,535.525348201688,0.99093914,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661010761234636672,2.5,5677.40234375,,,130.77243114991577,18.95536418938706,11.232509462760303,Gaia DR3 661010761234636672,661010761234636672,11.115731,11.448097,10.616155,0.83194256,5677.4023,4.3286,4.910505303079354,-4.72252944712702,-5.13095275749385,1.1832396,NGC 2632,661010314558042368,162.98514539026846,1.067213,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659694199139816448,2.5,5688.83056640625,,,129.4711407295025,18.8112922643938,11.248559732502502,Gaia DR3 659694199139816448,659694199139816448,11.137689,11.455596,10.653482,0.80211353,5688.8306,4.4382,5.527433117780327,42.87859853078833,-8.463473139158456,0.8862934,NGC 2632,659690552711031808,267.1392299286014,1.2116537,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659745188991539968,2.5,5970.99560546875,,,129.4760626928644,18.989010469291273,11.255801623702396,Gaia DR3 659745188991539968,659745188991539968,11.161066,11.440744,10.72331,0.7174339,5970.9956,3.9438,1.9905921637515032,1.3508931352329259,-4.655433590244668,1.0238887,NGC 2632,659703957305494016,309.54091590180377,0.16796875,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664302424170984576,2.5,5649.4453125,,,129.2977010233827,19.803624949832546,11.259504196459343,Gaia DR3 664302424170984576,664302424170984576,11.138668,11.48276,10.630629,0.85213184,5649.4453,4.4351,5.408965858748147,-35.880611189070194,-12.108974947947836,0.7910592,NGC 2632,664300603104864256,381.8622063179542,0.0705204,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664344824088164352,2.5,5607.1923828125,,,129.81230074952262,20.210719617398567,11.263817519323116,Gaia DR3 664344824088164352,664344824088164352,11.141364,11.487199,10.627084,0.86011505,5607.1924,4.3607,5.247180731459924,-35.30032696355547,-11.645168106170097,1.2800319,NGC 2632,664332003608372736,299.0952431194754,-2.4500217,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661322335343655424,2.5,6032.69189453125,,,129.97010772127365,19.947614893728684,11.266019084258522,Gaia DR3 661322335343655424,661322335343655424,11.175994,11.440955,10.749315,0.6916399,6032.692,4.1908,3.2227471217988417,6.913223561597286,-12.087194554183826,0.86148274,NGC 2632,661322060465742336,275.32952323128677,-4.577205,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664473879264894336,2.5,6116.02783203125,,,130.57157638917158,20.852209634767483,11.266617528902275,Gaia DR3 664473879264894336,664473879264894336,11.178699,11.438332,10.758411,0.6799202,6116.028,4.3168,3.5521624152330102,-6.604285986859878,-7.055289997221108,0.98555076,NGC 2632,664472466218971648,287.13860244288895,0.6307554,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664549367610037632,2.5,6093.162109375,,,129.83751397249873,21.020595033993793,11.267679840562026,Gaia DR3 664549367610037632,664549367610037632,11.178766,11.4429865,10.757517,0.6854696,6093.162,4.0548,2.3811895191974517,-21.655750163636128,-0.02342443422380115,0.7766342,NGC 2632,664544969563603712,423.16149493024085,-0.5194273,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661292511090872960,2.5,5681.18408203125,,,130.1768363161645,19.565948691578974,11.295779365968512,Gaia DR3 661292511090872960,661292511090872960,11.173428,11.523209,10.663594,0.8596144,5681.184,4.4677,5.383661986019163,-35.90218162180123,-13.0329918832714,1.0787914,NGC 2632,661291136701346304,231.61242726580699,-4.9050612,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661394009756620288,2.5,5080.8759765625,,,131.11592507722514,20.30886111205384,11.301882785054977,Gaia DR3 661394009756620288,661394009756620288,11.135996,11.585979,10.52131,1.0646696,5080.876,4.6116,9.796164180772623,-41.3730238153764,-35.6246516719553,1.2110538,NGC 2632,661392257409969280,233.5045232515681,0.60355186,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664309601059502464,2.5,5465.93798828125,,,129.4581204766158,19.891270673600328,11.326356871019817,Gaia DR3 664309601059502464,664309601059502464,11.167155,11.599593,10.56547,1.0341234,5465.938,4.551,7.403767246081558,-30.51334143382642,-18.886788774980083,1.2101175,NGC 2632,664310155112202880,164.81829685282165,0.77612305,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661458120732178688,2.5,4933.11181640625,,,130.8581157560934,20.498460614591473,11.333422080044517,Gaia DR3 661458120732178688,661458120732178688,11.160935,11.626155,10.531551,1.0946035,4933.112,2.3568,0.6413969704194351,-0.8019499079561144,-2.8761375932117246,1.239547,NGC 2632,661458365546507776,122.25030046445032,0.44754982,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661768633983706880,2.5,4904.93798828125,,,131.34155609367212,20.404204016659257,11.341172961666997,Gaia DR3 661768633983706880,661768633983706880,11.145271,11.666909,10.467336,1.1995735,4904.938,2.8462,0.814006417106736,-5.64214597291459,-7.47769342290093,1.1241391,NGC 2632,661767293953914240,208.8589737875432,0.5687542,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664300603104864256,2.5,5345.78955078125,,,129.1939437828148,19.762162780206957,11.34811576925013,Gaia DR3 664300603104864256,664300603104864256,11.209188,11.597959,10.6582985,0.9396601,5345.7896,4.497,6.688697187278314,-24.307826520996386,-22.100523111105876,1.2343295,NGC 2632,664303558042471936,160.79984470992702,1.1333399,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661220969817342848,2.5,5765.0263671875,,,130.47641283578923,19.257330645347267,11.35656213646626,Gaia DR3 661220969817342848,661220969817342848,11.226812,11.5907135,10.694993,0.8957205,5765.0264,4.512,5.436275515152367,-35.869584023509844,-12.630860188713491,1.2347515,NGC 2632,661221764391246080,130.8049683823927,-1.1813927,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661121846267457408,2.5,6792.45068359375,,,131.13529741470802,19.394058798436077,11.360087927237526,Gaia DR3 661121846267457408,661121846267457408,11.297843,11.489131,10.964522,0.5246086,6792.4507,4.1489,2.2340101690878353,-4.230812417601772,-4.2875692590323125,1.0615673,NGC 2632,661121464015042048,23.901596797426706,1.092989,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 660993718804362368,2.5,5911.54638671875,,,130.32396290359804,18.801882635669077,11.372250657013648,Gaia DR3 660993718804362368,660993718804362368,11.273348,11.563691,10.823878,0.73981285,5911.5464,4.3781,3.9985277298120634,-5.3230186682646075,-2.2090794319818516,1.1277928,NGC 2632,661001552824700032,536.9157230939471,-0.52309513,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664403991557398784,2.5,5567.6904296875,,,129.56223520281122,20.567758963921634,11.373736835001237,Gaia DR3 664403991557398784,664403991557398784,11.246682,11.609264,10.726621,0.8826437,5567.6904,4.3699,5.387575434249819,-35.06662432952215,-14.058534953393167,1.335041,NGC 2632,664509883974065792,231.25868730530175,1.2026529,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664387808120781440,2.5,5640.12109375,,,129.34244405264081,20.17695170685676,11.374608284480775,Gaia DR3 664387808120781440,664387808120781440,11.253187,11.601088,10.746064,0.8550234,5640.121,4.4584,5.2831184052118205,-35.25285651259832,-13.30232309279604,0.8296148,NGC 2632,664386708609153792,167.36867586802646,0.9658308,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664484702582492544,2.5,6157.7158203125,,,130.35138806060507,20.82523341324989,11.381935978726862,Gaia DR3 664484702582492544,664484702582492544,11.296128,11.550677,10.882629,0.6680479,6157.716,4.2738,3.4979597411756163,5.825841140686687,-6.352058502783353,1.168542,NGC 2632,664482022522903808,188.5458156827754,0.438447,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661438913637806208,2.5,5608.2421875,,,130.75210802817932,20.33774305212752,11.387100773804796,Gaia DR3 661438913637806208,661438913637806208,11.260078,11.617512,10.735025,0.88248634,5608.242,4.4668,5.4373198732935375,-37.21483983973308,-14.306663662051253,1.1639187,NGC 2632,661438436898268672,170.70604524357495,-1.4022512,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 661247465473956480,2.5,5867.703125,,,130.380627198211,19.52629960866765,11.395896420330777,Gaia DR3 661247465473956480,661247465473956480,11.293729,11.592379,10.835297,0.757082,5867.703,4.3755,4.043469862693403,-7.916115459117956,-5.978778879899733,1.3569347,NGC 2632,661247671632285312,85.17240248367179,-1.5710459,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 662800216409084672,2.5,6143.27783203125,,,128.885485222362,19.629944692625642,11.399454901610358,Gaia DR3 662800216409084672,662800216409084672,11.313544,11.570759,10.902129,0.66862965,6143.278,3.8692,2.0227701800774662,-5.135061004908508,-9.387723836583552,0.9843315,NGC 2632,662800216409084928,4.582464284187778,0.38681316,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659703957305494016,2.5,6395.38525390625,,,129.56699400574914,18.988693359347845,11.409949869462952,Gaia DR3 659703957305494016,659703957305494016,11.329035,11.570202,10.930182,0.6400194,6395.3853,3.9891,1.9709193250699344,-3.0446316311413373,-17.098251020551707,0.961447,NGC 2632,659696501242777088,274.9804530362982,-1.0298271,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664450205405204608,2.5,4810.1640625,,,130.07024987350727,20.567610041893914,11.411516173507273,Gaia DR3 664450205405204608,664450205405204608,11.2158,11.739171,10.540425,1.1987457,4810.164,2.5624,0.7431426568984913,-3.165839768863096,2.940127901312817,0.9982952,NGC 2632,664449135956638592,189.8640702127757,1.0618343,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664288748995228160,2.5,5635.8310546875,,,129.3260532189169,19.698939097995048,11.411892619269977,Gaia DR3 664288748995228160,664288748995228160,11.284405,11.64702,10.762269,0.8847513,5635.831,4.5085,5.422772696951008,-36.131881753098156,-13.773602978233296,0.80994123,NGC 2632,664288577196528128,290.95500796039295,-3.5488124,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659763296573563264,2.5,6608.78369140625,,,129.26705757864116,19.159112671823763,11.42440270148616,Gaia DR3 659763296573563264,659763296573563264,11.354901,11.570916,10.999595,0.5713215,6608.7837,3.8008,1.2209235058795689,0.778782050152369,-4.342655529441397,1.3430837,NGC 2632,659768553613526400,341.11029354752196,-1.995472,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659753435328730752,2.5,6181.77783203125,,,129.62221901267017,19.1076353231393,11.428965762230929,Gaia DR3 659753435328730752,659753435328730752,11.343851,11.598346,10.934223,0.6641226,6181.778,4.0866,2.1779004256547077,-6.6747474248670535,-10.382311040058175,0.7637556,NGC 2632,659757833375142656,442.0190509375171,0.9643669,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664609394073520256,2.5,4749.40380859375,,,129.35537781611117,20.750586949000535,11.437999965046352,Gaia DR3 664609394073520256,664609394073520256,11.24674,11.756356,10.577484,1.1788721,4749.404,2.5905,0.9468495060746204,-5.257352771103477,-1.2449614590515714,0.9027217,NGC 2632,664516004304048000,331.59171730774256,1.1242208,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659705327398508672,2.5,6505.3701171875,,,129.76919187908382,19.045961884974062,11.465935286926277,Gaia DR3 659705327398508672,659705327398508672,11.392828,11.615313,11.021725,0.5935879,6505.37,4.1776,2.4110398505218913,-8.764654626744194,4.3114973685285936,0.97761935,NGC 2632,659702204958816640,257.9437924411503,1.0050468,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659701208526407040,2.5,6053.1904296875,,,129.8342608903334,18.987659992304284,11.465986092313464,Gaia DR3 659701208526407040,659701208526407040,11.373972,11.646772,10.944173,0.7025995,6053.1904,3.7182,1.9080424456740375,-3.3919057558855075,-4.6215514409036045,0.9721856,NGC 2632,659702204958816640,177.29981446115715,1.0239029,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664422683254834304,2.5,5582.283203125,,,130.13251110449846,20.20161082148135,11.469156955090714,Gaia DR3 664422683254834304,664422683254834304,11.339547,11.707273,10.812229,0.8950434,5582.283,4.4696,5.544484041660666,-36.09777213227599,-13.734813521419213,1.0484458,NGC 2632,664422545815881472,100.7733179773143,-3.21241,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 664501332695821696,2.5,6677.04052734375,,,129.8891833396117,20.638265321278823,11.479484434240218,Gaia DR3 664501332695821696,664501332695821696,11.413404,11.618564,11.068926,0.5496378,6677.0405,4.0389,1.7842683748443504,-11.30562454181948,-11.738326977318861,0.90835494,NGC 2632,664502084313453568,65.4255001468932,0.4190054,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 660982414450511744,2.5,5950.0732421875,,,130.6089817769071,18.693864763066127,11.479928254425172,Gaia DR3 660982414450511744,660982414450511744,11.376172,11.676114,10.910707,0.7654066,5950.073,4.2525,3.569163759041404,-1.9809605704106317,-10.373321155174065,1.3173229,NGC 2632,660928985057454720,306.2072390780269,0.79482746,1120-0407,129.99333333333337,19.609166666666667
Gaia DR3 659452405364043904,2.5,5970.0908203125,,,129.7216907606634,18.28153915055852,11.484189969788455,Gaia DR3 659452405364043904,659452405364043904,11.382857,11.678862,10.926175,0.7526865,5970.091,4.3715,3.912328129916107,-6.716168717572362,-26.797759672923544,0.84466237,NGC 2632,659452272221698432,75.59953830239839,0.9257231,1120-0407,129.99333333333337,19.609166666666667
